threshold,f1,recall,precision,overallAcc,lambda,sensor
0.1,0.722129783693844,0.688888888888889,0.758741258741259,0.734920634920635,0.05,L8S2
0.1,0.75,0.742857142857143,0.757281553398058,0.752380952380952,0.05,L8S2
0.1,0.772151898734177,0.774603174603175,0.769716088328076,0.771428571428571,0.05,L8S2
0.1,0.780715396578538,0.796825396825397,0.765243902439024,0.776190476190476,0.05,L8S2
0.1,0.792626728110599,0.819047619047619,0.767857142857143,0.785714285714286,0.05,L8S2
0.1,0.802450229709035,0.831746031746032,0.775147928994083,0.795238095238095,0.05,L8S2
0.1,0.808510638297872,0.844444444444445,0.775510204081633,0.8,0.05,L8S2
0.1,0.815151515151515,0.853968253968254,0.779710144927536,0.806349206349206,0.05,L8S2
0.1,0.829341317365269,0.879365079365079,0.784702549575071,0.819047619047619,0.05,L8S2
0.1,0.835066864784547,0.892063492063492,0.784916201117318,0.823809523809524,0.05,L8S2
0.1,0.844117647058824,0.911111111111111,0.786301369863014,0.831746031746032,0.05,L8S2
0.1,0.847507331378299,0.917460317460317,0.787465940054496,0.834920634920635,0.05,L8S2
0.1,0.85212298682284,0.923809523809524,0.790760869565217,0.83968253968254,0.05,L8S2
0.1,0.859649122807018,0.933333333333333,0.796747967479675,0.847619047619048,0.05,L8S2
0.1,0.860058309037901,0.936507936507937,0.795148247978437,0.847619047619048,0.05,L8S2
0.1,0.866666666666667,0.949206349206349,0.797333333333333,0.853968253968254,0.05,L8S2
0.1,0.866666666666667,0.949206349206349,0.797333333333333,0.853968253968254,0.05,L8S2
0.1,0.868686868686869,0.955555555555556,0.796296296296296,0.855555555555556,0.05,L8S2
0.1,0.871942446043166,0.961904761904762,0.797368421052632,0.858730158730159,0.05,L8S2
0.1,0.871942446043166,0.961904761904762,0.797368421052632,0.858730158730159,0.05,L8S2
0.1,0.872675250357654,0.968253968253968,0.794270833333333,0.858730158730159,0.05,L8S2
0.1,0.871060171919771,0.965079365079365,0.793733681462141,0.857142857142857,0.05,L8S2
0.1,0.86685552407932,0.971428571428571,0.782608695652174,0.850793650793651,0.05,L8S2
0.1,0.869318181818182,0.971428571428571,0.786632390745501,0.853968253968254,0.05,L8S2
0.1,0.868085106382979,0.971428571428571,0.784615384615385,0.852380952380952,0.05,L8S2
0.1,0.869318181818182,0.971428571428571,0.786632390745501,0.853968253968254,0.05,L8S2
0.1,0.868085106382979,0.971428571428571,0.784615384615385,0.852380952380952,0.05,L8S2
0.1,0.869688385269122,0.974603174603175,0.785166240409207,0.853968253968254,0.05,L8S2
0.1,0.868458274398868,0.974603174603175,0.783163265306123,0.852380952380952,0.05,L8S2
0.1,0.869688385269122,0.974603174603175,0.785166240409207,0.853968253968254,0.05,L8S2
0.1,0.868458274398868,0.974603174603175,0.783163265306123,0.852380952380952,0.05,L8S2
0.1,0.868458274398868,0.974603174603175,0.783163265306123,0.852380952380952,0.05,L8S2
0.1,0.867231638418079,0.974603174603175,0.78117048346056,0.850793650793651,0.05,L8S2
0.1,0.863572433192686,0.974603174603175,0.775252525252525,0.846031746031746,0.05,L8S2
0.1,0.864788732394366,0.974603174603175,0.777215189873418,0.847619047619048,0.05,L8S2
0.1,0.862359550561798,0.974603174603175,0.773299748110831,0.844444444444445,0.05,L8S2
0.1,0.861150070126227,0.974603174603175,0.771356783919598,0.842857142857143,0.05,L8S2
0.1,0.861150070126227,0.974603174603175,0.771356783919598,0.842857142857143,0.05,L8S2
0.1,0.852777777777778,0.974603174603175,0.758024691358025,0.831746031746032,0.05,L8S2
0.1,0.852777777777778,0.974603174603175,0.758024691358025,0.831746031746032,0.05,L8S2
0.1,0.849239280774551,0.974603174603175,0.752450980392157,0.826984126984127,0.05,L8S2
0.1,0.845730027548209,0.974603174603175,0.746958637469586,0.822222222222222,0.05,L8S2
0.1,0.842249657064472,0.974603174603175,0.741545893719807,0.817460317460317,0.05,L8S2
0.1,0.838356164383562,0.971428571428571,0.737349397590362,0.812698412698413,0.05,L8S2
0.1,0.837209302325582,0.971428571428571,0.735576923076923,0.811111111111111,0.05,L8S2
0.1,0.840659340659341,0.971428571428571,0.7409200968523,0.815873015873016,0.05,L8S2
0.1,0.843835616438356,0.977777777777778,0.742168674698795,0.819047619047619,0.05,L8S2
0.1,0.844993141289438,0.977777777777778,0.743961352657005,0.820634920634921,0.05,L8S2
0.1,0.840381991814461,0.977777777777778,0.736842105263158,0.814285714285714,0.05,L8S2
0.1,0.839237057220709,0.977777777777778,0.735083532219571,0.812698412698413,0.05,L8S2
0.1,0.836956521739131,0.977777777777778,0.731591448931116,0.80952380952381,0.05,L8S2
0.1,0.839237057220709,0.977777777777778,0.735083532219571,0.812698412698413,0.05,L8S2
0.1,0.839237057220709,0.977777777777778,0.735083532219571,0.812698412698413,0.05,L8S2
0.1,0.838095238095238,0.977777777777778,0.733333333333333,0.811111111111111,0.05,L8S2
0.1,0.842681258549932,0.977777777777778,0.740384615384615,0.817460317460317,0.05,L8S2
0.1,0.840381991814461,0.977777777777778,0.736842105263158,0.814285714285714,0.05,L8S2
0.1,0.836956521739131,0.977777777777778,0.731591448931116,0.80952380952381,0.05,L8S2
0.1,0.835374149659864,0.977707006369427,0.729216152019002,0.804761904761905,0.05,L8S2
0.1,0.83085250338295,0.977707006369427,0.722352941176471,0.798412698412698,0.05,L8S2
0.1,0.833107191316146,0.977707006369427,0.725768321513002,0.801587301587302,0.05,L8S2
0.1,0.713532513181019,0.644444444444445,0.799212598425197,0.741269841269841,0.1,L8S2
0.1,0.751269035532995,0.704761904761905,0.804347826086957,0.766666666666667,0.1,L8S2
0.1,0.7779632721202,0.73968253968254,0.820422535211268,0.788888888888889,0.1,L8S2
0.1,0.802631578947369,0.774603174603175,0.832764505119454,0.80952380952381,0.1,L8S2
0.1,0.820678513731826,0.806349206349206,0.835526315789474,0.823809523809524,0.1,L8S2
0.1,0.828250401284109,0.819047619047619,0.837662337662338,0.83015873015873,0.1,L8S2
0.1,0.836538461538462,0.828571428571429,0.844660194174757,0.838095238095238,0.1,L8S2
0.1,0.849840255591054,0.844444444444445,0.855305466237942,0.850793650793651,0.1,L8S2
0.1,0.861198738170347,0.866666666666667,0.855799373040752,0.860317460317461,0.1,L8S2
0.1,0.870514820592824,0.885714285714286,0.855828220858896,0.868253968253968,0.1,L8S2
0.1,0.87962962962963,0.904761904761905,0.855855855855856,0.876190476190476,0.1,L8S2
0.1,0.881720430107527,0.911111111111111,0.854166666666667,0.877777777777778,0.1,L8S2
0.1,0.890243902439025,0.926984126984127,0.856304985337243,0.885714285714286,0.1,L8S2
0.1,0.895295902883156,0.936507936507937,0.857558139534884,0.890476190476191,0.1,L8S2
0.1,0.892586989409985,0.936507936507937,0.852601156069364,0.887301587301587,0.1,L8S2
0.1,0.897280966767372,0.942857142857143,0.855907780979827,0.892063492063492,0.1,L8S2
0.1,0.894578313253012,0.942857142857143,0.851002865329513,0.888888888888889,0.1,L8S2
0.1,0.899248120300752,0.949206349206349,0.854285714285714,0.893650793650794,0.1,L8S2
0.1,0.901197604790419,0.955555555555556,0.852691218130312,0.895238095238095,0.1,L8S2
0.1,0.901197604790419,0.955555555555556,0.852691218130312,0.895238095238095,0.1,L8S2
0.1,0.900149031296572,0.958730158730159,0.848314606741573,0.893650793650794,0.1,L8S2
0.1,0.898809523809524,0.958730158730159,0.84593837535014,0.892063492063492,0.1,L8S2
0.1,0.896755162241888,0.965079365079365,0.837465564738292,0.888888888888889,0.1,L8S2
0.1,0.898379970544919,0.968253968253968,0.837912087912088,0.890476190476191,0.1,L8S2
0.1,0.899705014749262,0.968253968253968,0.840220385674931,0.892063492063492,0.1,L8S2
0.1,0.903703703703704,0.968253968253968,0.847222222222222,0.896825396825397,0.1,L8S2
0.1,0.899705014749262,0.968253968253968,0.840220385674931,0.892063492063492,0.1,L8S2
0.1,0.898379970544919,0.968253968253968,0.837912087912088,0.890476190476191,0.1,L8S2
0.1,0.895741556534508,0.968253968253968,0.833333333333333,0.887301587301587,0.1,L8S2
0.1,0.895741556534508,0.968253968253968,0.833333333333333,0.887301587301587,0.1,L8S2
0.1,0.891812865497076,0.968253968253968,0.826558265582656,0.882539682539683,0.1,L8S2
0.1,0.89311859443631,0.968253968253968,0.828804347826087,0.884126984126984,0.1,L8S2
0.1,0.891812865497076,0.968253968253968,0.826558265582656,0.882539682539683,0.1,L8S2
0.1,0.886627906976744,0.968253968253968,0.81769436997319,0.876190476190476,0.1,L8S2
0.1,0.887918486171761,0.968253968253968,0.81989247311828,0.877777777777778,0.1,L8S2
0.1,0.889212827988338,0.968253968253968,0.822102425876011,0.879365079365079,0.1,L8S2
0.1,0.89051094890511,0.968253968253968,0.824324324324324,0.880952380952381,0.1,L8S2
0.1,0.887918486171761,0.968253968253968,0.81989247311828,0.877777777777778,0.1,L8S2
0.1,0.88023088023088,0.968253968253968,0.806878306878307,0.868253968253968,0.1,L8S2
0.1,0.877697841726619,0.968253968253968,0.802631578947369,0.865079365079365,0.1,L8S2
0.1,0.876436781609195,0.968253968253968,0.800524934383202,0.863492063492064,0.1,L8S2
0.1,0.876436781609195,0.968253968253968,0.800524934383202,0.863492063492064,0.1,L8S2
0.1,0.875179340028694,0.968253968253968,0.798429319371728,0.861904761904762,0.1,L8S2
0.1,0.871060171919771,0.965079365079365,0.793733681462141,0.857142857142857,0.1,L8S2
0.1,0.871060171919771,0.965079365079365,0.793733681462141,0.857142857142857,0.1,L8S2
0.1,0.873563218390805,0.965079365079365,0.797900262467192,0.860317460317461,0.1,L8S2
0.1,0.872675250357654,0.968253968253968,0.794270833333333,0.858730158730159,0.1,L8S2
0.1,0.871428571428572,0.968253968253968,0.792207792207792,0.857142857142857,0.1,L8S2
0.1,0.865248226950355,0.968253968253968,0.782051282051282,0.849206349206349,0.1,L8S2
0.1,0.865629420084866,0.971428571428571,0.780612244897959,0.849206349206349,0.1,L8S2
0.1,0.863187588152327,0.971428571428571,0.776649746192893,0.846031746031746,0.1,L8S2
0.1,0.864788732394366,0.974603174603175,0.777215189873418,0.847619047619048,0.1,L8S2
0.1,0.863572433192686,0.974603174603175,0.775252525252525,0.846031746031746,0.1,L8S2
0.1,0.859943977591037,0.974603174603175,0.769423558897243,0.841269841269841,0.1,L8S2
0.1,0.858741258741259,0.974603174603175,0.7675,0.83968253968254,0.1,L8S2
0.1,0.855153203342618,0.974603174603175,0.761786600496278,0.834920634920635,0.1,L8S2
0.1,0.852777777777778,0.974603174603175,0.758024691358025,0.831746031746032,0.1,L8S2
0.1,0.852367688022284,0.974522292993631,0.757425742574258,0.828571428571429,0.1,L8S2
0.1,0.84882108183079,0.974522292993631,0.751842751842752,0.823809523809524,0.1,L8S2
0.1,0.84882108183079,0.974522292993631,0.751842751842752,0.823809523809524,0.1,L8S2
0.1,0.735135135135135,0.647619047619048,0.85,0.766666666666667,0.15,L8S2
0.1,0.769497400346621,0.704761904761905,0.847328244274809,0.788888888888889,0.15,L8S2
0.1,0.8,0.742857142857143,0.866666666666667,0.814285714285714,0.15,L8S2
0.1,0.822742474916388,0.780952380952381,0.869257950530035,0.831746031746032,0.15,L8S2
0.1,0.836902800658979,0.806349206349206,0.86986301369863,0.842857142857143,0.15,L8S2
0.1,0.849673202614379,0.825396825396825,0.875420875420875,0.853968253968254,0.15,L8S2
0.1,0.859934853420196,0.838095238095238,0.882943143812709,0.863492063492064,0.15,L8S2
0.1,0.871961102106969,0.853968253968254,0.890728476821192,0.874603174603175,0.15,L8S2
0.1,0.884244372990354,0.873015873015873,0.895765472312704,0.885714285714286,0.15,L8S2
0.1,0.897763578274761,0.892063492063492,0.903536977491961,0.898412698412698,0.15,L8S2
0.1,0.900158478605388,0.901587301587302,0.89873417721519,0.9,0.15,L8S2
0.1,0.903633491311217,0.907936507936508,0.89937106918239,0.903174603174603,0.15,L8S2
0.1,0.907378335949765,0.917460317460317,0.897515527950311,0.906349206349206,0.15,L8S2
0.1,0.914196567862714,0.93015873015873,0.898773006134969,0.912698412698413,0.15,L8S2
0.1,0.909937888198758,0.93015873015873,0.890577507598784,0.907936507936508,0.15,L8S2
0.1,0.918083462132921,0.942857142857143,0.894578313253012,0.915873015873016,0.15,L8S2
0.1,0.916666666666667,0.942857142857143,0.891891891891892,0.914285714285714,0.15,L8S2
0.1,0.914373088685015,0.949206349206349,0.882005899705015,0.911111111111111,0.15,L8S2
0.1,0.916286149162861,0.955555555555556,0.880116959064328,0.912698412698413,0.15,L8S2
0.1,0.916286149162861,0.955555555555556,0.880116959064328,0.912698412698413,0.15,L8S2
0.1,0.919575113808801,0.961904761904762,0.880813953488372,0.915873015873016,0.15,L8S2
0.1,0.918181818181818,0.961904761904762,0.878260869565217,0.914285714285714,0.15,L8S2
0.1,0.913173652694611,0.968253968253968,0.864022662889519,0.907936507936508,0.15,L8S2
0.1,0.916167664670659,0.971428571428571,0.86685552407932,0.911111111111111,0.15,L8S2
0.1,0.913432835820896,0.971428571428571,0.861971830985915,0.907936507936508,0.15,L8S2
0.1,0.909361069836553,0.971428571428571,0.854748603351955,0.903174603174603,0.15,L8S2
0.1,0.905325443786982,0.971428571428571,0.847645429362881,0.898412698412698,0.15,L8S2
0.1,0.906666666666667,0.971428571428571,0.85,0.9,0.15,L8S2
0.1,0.910714285714286,0.971428571428571,0.857142857142857,0.904761904761905,0.15,L8S2
0.1,0.910714285714286,0.971428571428571,0.857142857142857,0.904761904761905,0.15,L8S2
0.1,0.905325443786982,0.971428571428571,0.847645429362881,0.898412698412698,0.15,L8S2
0.1,0.908011869436202,0.971428571428571,0.852367688022284,0.901587301587302,0.15,L8S2
0.1,0.908011869436202,0.971428571428571,0.852367688022284,0.901587301587302,0.15,L8S2
0.1,0.903988183161004,0.971428571428571,0.845303867403315,0.896825396825397,0.15,L8S2
0.1,0.905325443786982,0.971428571428571,0.847645429362881,0.898412698412698,0.15,L8S2
0.1,0.905325443786982,0.971428571428571,0.847645429362881,0.898412698412698,0.15,L8S2
0.1,0.903988183161004,0.971428571428571,0.845303867403315,0.896825396825397,0.15,L8S2
0.1,0.898678414096916,0.971428571428571,0.836065573770492,0.890476190476191,0.15,L8S2
0.1,0.889212827988338,0.968253968253968,0.822102425876011,0.879365079365079,0.15,L8S2
0.1,0.887918486171761,0.968253968253968,0.81989247311828,0.877777777777778,0.15,L8S2
0.1,0.889212827988338,0.968253968253968,0.822102425876011,0.879365079365079,0.15,L8S2
0.1,0.887918486171761,0.968253968253968,0.81989247311828,0.877777777777778,0.15,L8S2
0.1,0.886627906976744,0.968253968253968,0.81769436997319,0.876190476190476,0.15,L8S2
0.1,0.884057971014493,0.968253968253968,0.813333333333333,0.873015873015873,0.15,L8S2
0.1,0.88150289017341,0.968253968253968,0.809018567639257,0.86984126984127,0.15,L8S2
0.1,0.882778581765557,0.968253968253968,0.811170212765958,0.871428571428572,0.15,L8S2
0.1,0.881844380403458,0.971428571428571,0.807387862796834,0.86984126984127,0.15,L8S2
0.1,0.883116883116883,0.971428571428571,0.80952380952381,0.871428571428572,0.15,L8S2
0.1,0.875536480686695,0.971428571428571,0.796875,0.861904761904762,0.15,L8S2
0.1,0.874285714285714,0.971428571428571,0.794805194805195,0.860317460317461,0.15,L8S2
0.1,0.869318181818182,0.971428571428571,0.786632390745501,0.853968253968254,0.15,L8S2
0.1,0.870921985815603,0.974603174603175,0.787179487179487,0.855555555555556,0.15,L8S2
0.1,0.869688385269122,0.974603174603175,0.785166240409207,0.853968253968254,0.15,L8S2
