system:index,aet,date,def,lat,lon,pdsi,pet,pr,ro,soil,srad,swe,tmmn,tmmx,vap,vpd,vs
201602_26,515,2/1/2016,215,24.8125,97.1875,-71,731,30,1,2049,1793,0,122,268,1867,62,77
201602_27,516,2/1/2016,214,24.8125,97.22916667,-74,730,30,2,2059,1787,0,122,268,1862,62,79
201602_28,519,2/1/2016,214,24.8125,97.27083333,-77,734,30,2,2068,1786,0,124,270,1872,64,77
201602_29,524,2/1/2016,218,24.8125,97.3125,-76,742,31,2,2069,1780,0,127,273,1878,69,82
201602_30,533,2/1/2016,207,24.8125,97.35416667,-81,740,33,2,2091,1773,0,126,271,1846,68,86
201602_31,534,2/1/2016,203,24.8125,97.39583333,-80,738,33,2,2125,1771,0,125,271,1858,67,85
201603_0,584,3/1/2016,596,24.97916667,97.14583333,89,1180,7,0,1241,2264,0,163,308,1970,119,96
201603_1,592,3/1/2016,588,24.97916667,97.1875,91,1180,7,0,1310,2265,0,163,307,1982,117,97
201603_2,600,3/1/2016,582,24.97916667,97.22916667,91,1181,7,0,1377,2267,0,163,307,1969,118,97
201603_3,606,3/1/2016,577,24.97916667,97.27083333,90,1183,8,0,1440,2271,0,163,308,1964,120,96
201603_4,586,3/1/2016,589,24.9375,97.14583333,87,1175,7,0,1311,2267,0,162,308,1985,117,92
201603_5,589,3/1/2016,583,24.9375,97.1875,88,1172,7,0,1364,2269,0,162,306,1976,116,92
201603_6,597,3/1/2016,581,24.9375,97.22916667,88,1178,7,0,1412,2268,0,161,306,1964,117,97
201603_7,606,3/1/2016,579,24.9375,97.27083333,90,1185,7,0,1462,2267,0,162,307,1955,119,100
201603_8,613,3/1/2016,575,24.9375,97.3125,94,1189,7,0,1517,2271,0,163,309,1948,122,98
201603_9,625,3/1/2016,580,24.9375,97.35416667,96,1206,7,0,1557,2264,0,167,313,1942,131,102
201603_10,632,3/1/2016,579,24.9375,97.39583333,98,1211,7,0,1605,2263,0,165,311,1909,131,108
201603_11,588,3/1/2016,585,24.89583333,97.14583333,-81,1174,7,0,1375,2267,0,161,308,1974,117,92
201603_12,591,3/1/2016,579,24.89583333,97.1875,-84,1169,7,0,1417,2269,0,160,305,1963,115,92
201603_13,599,3/1/2016,578,24.89583333,97.22916667,-84,1177,7,0,1457,2268,0,160,306,1959,116,97
201603_14,603,3/1/2016,578,24.89583333,97.27083333,-88,1181,7,0,1487,2271,0,161,307,1940,120,95
201603_15,611,3/1/2016,580,24.89583333,97.3125,-92,1191,7,0,1517,2265,0,163,309,1941,124,99
201603_16,615,3/1/2016,572,24.89583333,97.35416667,-90,1187,7,0,1572,2268,0,161,308,1932,122,99
201603_17,619,3/1/2016,570,24.89583333,97.39583333,-93,1189,7,0,1608,2270,0,161,307,1901,124,100
201603_18,590,3/1/2016,579,24.85416667,97.14583333,-87,1168,6,0,1445,2266,0,159,305,1960,114,93
201603_19,593,3/1/2016,577,24.85416667,97.1875,-89,1170,6,0,1469,2267,0,157,305,1948,114,95
201603_20,593,3/1/2016,575,24.85416667,97.22916667,-90,1168,6,0,1491,2271,0,158,305,1942,115,91
201603_21,597,3/1/2016,576,24.85416667,97.27083333,-94,1173,7,0,1509,2273,0,159,307,1941,119,91
201603_22,606,3/1/2016,578,24.85416667,97.3125,-96,1185,7,0,1533,2272,0,161,309,1936,123,95
201603_23,611,3/1/2016,576,24.85416667,97.35416667,-96,1187,7,0,1562,2271,0,160,308,1922,122,98
201603_24,615,3/1/2016,576,24.85416667,97.39583333,-98,1191,7,0,1585,2269,0,162,309,1917,125,98
201603_25,590,3/1/2016,580,24.8125,97.14583333,-95,1170,6,0,1493,2272,0,157,304,1911,117,92
201603_26,593,3/1/2016,575,24.8125,97.1875,-94,1168,6,0,1516,2273,0,156,304,1924,115,92
201603_27,592,3/1/2016,574,24.8125,97.22916667,-96,1166,6,0,1526,2277,0,157,304,1916,116,89
201603_28,598,3/1/2016,578,24.8125,97.27083333,-100,1176,6,0,1530,2279,0,160,308,1924,122,88
201603_29,604,3/1/2016,588,24.8125,97.3125,-100,1192,6,0,1524,2276,0,165,312,1930,130,91
201603_30,606,3/1/2016,583,24.8125,97.35416667,-105,1189,6,0,1545,2274,0,161,309,1895,127,94
201603_31,612,3/1/2016,578,24.8125,97.39583333,-104,1190,6,0,1574,2269,0,160,309,1906,125,99
201604_0,1091,4/1/2016,0,24.97916667,97.14583333,328,1091,148,7,1556,1944,0,178,319,2393,101,102
201604_1,1090,4/1/2016,0,24.97916667,97.1875,329,1090,147,7,1613,1942,0,178,319,2408,99,103
201604_2,1097,4/1/2016,0,24.97916667,97.22916667,331,1097,148,7,1689,1940,0,180,320,2395,104,104
201604_3,1107,4/1/2016,0,24.97916667,97.27083333,328,1107,147,7,1728,1939,0,181,323,2388,108,107
201604_4,1100,4/1/2016,0,24.9375,97.14583333,319,1100,144,7,1576,1960,0,178,319,2411,100,106
201604_5,1101,4/1/2016,0,24.9375,97.1875,322,1101,145,7,1644,1957,0,178,319,2404,100,107
201604_6,1105,4/1/2016,0,24.9375,97.22916667,324,1105,147,7,1705,1955,0,179,320,2388,104,106
201604_7,1108,4/1/2016,0,24.9375,97.27083333,325,1108,146,7,1737,1952,0,180,322,2382,108,103
201604_8,1117,4/1/2016,0,24.9375,97.3125,331,1117,147,7,1798,1950,0,182,324,2372,112,107
201604_9,1125,4/1/2016,0,24.9375,97.35416667,335,1125,149,7,1847,1941,0,187,329,2369,122,101
201604_10,1118,4/1/2016,0,24.9375,97.39583333,339,1118,151,8,1917,1939,0,183,325,2335,118,104
201604_11,1111,4/1/2016,0,24.89583333,97.14583333,313,1111,142,7,1617,1971,0,180,321,2400,105,103
201604_12,1109,4/1/2016,0,24.89583333,97.1875,314,1109,144,7,1677,1972,0,178,319,2389,101,109
201604_13,1111,4/1/2016,0,24.89583333,97.22916667,316,1111,143,7,1702,1970,0,178,319,2385,102,110
201604_14,1114,4/1/2016,0,24.89583333,97.27083333,319,1114,144,7,1743,1966,0,179,321,2366,107,107
201604_15,1122,4/1/2016,0,24.89583333,97.3125,322,1122,146,7,1782,1964,0,182,324,2369,112,105
201604_16,1117,4/1/2016,0,24.89583333,97.35416667,330,1117,148,7,1858,1963,0,180,322,2358,109,108
201604_17,1115,4/1/2016,0,24.89583333,97.39583333,333,1115,149,7,1911,1958,0,178,321,2326,110,108
201604_18,1109,4/1/2016,0,24.85416667,97.14583333,305,1109,141,7,1677,1986,0,178,318,2389,99,105
201604_19,1110,4/1/2016,0,24.85416667,97.1875,308,1110,143,7,1716,1985,0,176,317,2374,98,111
201604_20,1108,4/1/2016,0,24.85416667,97.22916667,312,1108,144,7,1756,1983,0,176,317,2368,99,108
201604_21,1113,4/1/2016,0,24.85416667,97.27083333,313,1113,143,7,1754,1980,0,178,320,2368,104,105
201604_22,1123,4/1/2016,0,24.85416667,97.3125,318,1123,145,7,1785,1977,0,181,323,2363,110,106
201604_23,1120,4/1/2016,0,24.85416667,97.35416667,324,1120,146,7,1833,1976,0,178,321,2350,108,107
201604_24,1122,4/1/2016,0,24.85416667,97.39583333,325,1122,145,7,1838,1969,0,181,322,2347,112,107
201604_25,1117,4/1/2016,0,24.8125,97.14583333,298,1117,143,7,1733,1999,0,175,315,2334,100,112
201604_26,1114,4/1/2016,0,24.8125,97.1875,302,1114,142,7,1746,1998,0,175,315,2350,98,112
201604_27,1115,4/1/2016,0,24.8125,97.22916667,306,1115,143,7,1771,1996,0,175,316,2341,100,112
201604_28,1130,4/1/2016,0,24.8125,97.27083333,308,1130,142,7,1747,1993,0,179,321,2352,109,109
201604_29,1151,4/1/2016,0,24.8125,97.3125,315,1151,143,7,1736,1988,0,186,328,2363,122,108
201604_30,1131,4/1/2016,0,24.8125,97.35416667,317,1131,145,7,1793,1987,0,181,322,2322,114,105
201604_31,1125,4/1/2016,0,24.8125,97.39583333,321,1125,143,7,1812,1984,0,179,322,2334,112,104
201605_0,1338,5/1/2016,21,24.97916667,97.14583333,308,1359,139,7,1540,2299,0,217,320,2781,91,157
201605_1,1322,5/1/2016,29,24.97916667,97.1875,307,1351,137,7,1591,2296,0,217,322,2797,92,141
201605_2,1314,5/1/2016,46,24.97916667,97.22916667,307,1360,135,7,1654,2293,0,219,323,2785,97,142
201605_3,1309,5/1/2016,59,24.97916667,97.27083333,303,1368,133,7,1682,2291,0,221,325,2774,102,139
201605_4,1330,5/1/2016,35,24.9375,97.14583333,298,1364,137,7,1551,2303,0,217,321,2803,91,161
201605_5,1321,5/1/2016,40,24.9375,97.1875,300,1361,136,7,1614,2299,0,218,322,2795,93,150
201605_6,1314,5/1/2016,48,24.9375,97.22916667,300,1362,134,7,1667,2296,0,219,323,2779,97,143
201605_7,1303,5/1/2016,62,24.9375,97.27083333,299,1365,132,7,1689,2293,0,220,324,2770,100,140
201605_8,1297,5/1/2016,80,24.9375,97.3125,303,1377,130,6,1735,2291,0,221,325,2760,103,148
201605_9,1292,5/1/2016,72,24.9375,97.35416667,305,1365,130,6,1789,2283,0,223,328,2757,109,121
201605_10,1284,5/1/2016,77,24.9375,97.39583333,307,1361,129,6,1854,2279,0,221,325,2718,108,127
201605_11,1334,5/1/2016,33,24.89583333,97.14583333,291,1367,138,7,1593,2303,0,219,323,2795,96,146
201605_12,1321,5/1/2016,42,24.89583333,97.1875,291,1363,136,7,1646,2300,0,218,323,2781,96,145
201605_13,1312,5/1/2016,48,24.89583333,97.22916667,291,1360,134,7,1665,2297,0,219,323,2778,97,140
201605_14,1304,5/1/2016,65,24.89583333,97.27083333,293,1369,132,7,1694,2295,0,218,323,2759,99,147
201605_15,1294,5/1/2016,78,24.89583333,97.3125,295,1372,130,6,1722,2292,0,220,325,2760,103,140
201605_16,1283,5/1/2016,88,24.89583333,97.35416667,300,1371,128,6,1788,2290,0,219,325,2749,103,143
201605_17,1276,5/1/2016,93,24.89583333,97.39583333,302,1369,126,6,1835,2286,0,219,323,2715,103,145
201605_18,1332,5/1/2016,32,24.85416667,97.14583333,283,1365,138,7,1653,2305,0,218,323,2783,95,145
201605_19,1323,5/1/2016,37,24.85416667,97.1875,284,1360,136,7,1688,2302,0,217,322,2769,95,145
201605_20,1311,5/1/2016,48,24.85416667,97.22916667,287,1358,134,7,1720,2299,0,217,322,2763,95,142
201605_21,1301,5/1/2016,62,24.85416667,97.27083333,286,1363,132,7,1707,2297,0,218,323,2761,98,143
201605_22,1290,5/1/2016,75,24.85416667,97.3125,290,1365,130,6,1727,2294,0,219,324,2757,101,137
201605_23,1279,5/1/2016,84,24.85416667,97.35416667,294,1363,128,6,1766,2291,0,219,324,2744,102,136
201605_24,1267,5/1/2016,87,24.85416667,97.39583333,293,1354,126,6,1770,2285,0,221,326,2740,106,117
201605_25,1342,5/1/2016,17,24.8125,97.14583333,276,1360,140,7,1721,2303,0,214,320,2729,94,149
201605_26,1324,5/1/2016,31,24.8125,97.1875,277,1355,137,7,1723,2302,0,215,320,2744,93,144
201605_27,1310,5/1/2016,49,24.8125,97.22916667,280,1360,134,7,1733,2300,0,215,320,2736,95,149
201605_28,1301,5/1/2016,66,24.8125,97.27083333,280,1367,132,7,1698,2298,0,217,324,2748,100,141
201605_29,1291,5/1/2016,70,24.8125,97.3125,285,1360,130,7,1684,2292,0,222,328,2756,108,114
201605_30,1284,5/1/2016,86,24.8125,97.35416667,287,1370,128,6,1728,2291,0,219,324,2716,105,139
201605_31,1268,5/1/2016,99,24.8125,97.39583333,289,1367,125,6,1736,2289,0,219,325,2729,105,136
201606_0,980,6/1/2016,0,24.97916667,97.14583333,253,980,335,109,2820,1628,0,246,317,3210,69,105
201606_1,983,6/1/2016,0,24.97916667,97.1875,251,983,333,105,2883,1630,0,248,317,3225,70,105
201606_2,981,6/1/2016,0,24.97916667,97.22916667,251,981,333,105,2947,1623,0,247,318,3215,71,105
201606_3,980,6/1/2016,0,24.97916667,97.27083333,244,980,332,101,3011,1618,0,247,318,3208,72,105
201606_4,985,6/1/2016,0,24.9375,97.14583333,244,985,333,100,2893,1636,0,247,318,3231,70,105
201606_5,984,6/1/2016,0,24.9375,97.1875,246,984,333,102,2943,1629,0,247,318,3223,71,105
201606_6,982,6/1/2016,0,24.9375,97.22916667,246,982,333,102,2994,1623,0,247,318,3210,72,105
201606_7,980,6/1/2016,0,24.9375,97.27083333,243,980,332,98,3044,1619,0,247,318,3203,72,105
201606_8,980,6/1/2016,0,24.9375,97.3125,246,980,331,97,3095,1616,0,247,318,3195,73,105
201606_9,982,6/1/2016,0,24.9375,97.35416667,247,982,330,96,3145,1611,0,248,319,3191,75,106
201606_10,980,6/1/2016,0,24.9375,97.39583333,249,980,328,96,3195,1610,0,246,317,3151,75,106
201606_11,985,6/1/2016,0,24.89583333,97.14583333,239,985,334,98,2966,1632,0,247,319,3220,71,105
201606_12,982,6/1/2016,0,24.89583333,97.1875,239,982,334,100,3003,1627,0,247,318,3207,71,105
201606_13,981,6/1/2016,0,24.89583333,97.22916667,237,981,333,98,3040,1622,0,247,318,3207,72,105
201606_14,979,6/1/2016,0,24.89583333,97.27083333,238,979,333,96,3077,1618,0,246,317,3185,72,105
201606_15,980,6/1/2016,0,24.89583333,97.3125,238,980,331,94,3114,1615,0,247,318,3190,73,105
201606_16,982,6/1/2016,0,24.89583333,97.35416667,244,982,328,94,3151,1620,0,247,318,3180,74,105
201606_17,980,6/1/2016,0,24.89583333,97.39583333,246,980,327,94,3189,1616,0,245,316,3143,75,105
201606_18,983,6/1/2016,0,24.85416667,97.14583333,234,983,334,97,3040,1631,0,246,318,3207,70,104
201606_19,982,6/1/2016,0,24.85416667,97.1875,234,982,334,98,3063,1628,0,245,317,3191,71,104
201606_20,980,6/1/2016,0,24.85416667,97.22916667,237,980,333,99,3087,1622,0,245,317,3188,72,104
201606_21,979,6/1/2016,0,24.85416667,97.27083333,233,979,333,95,3111,1619,0,246,318,3190,72,104
201606_22,981,6/1/2016,0,24.85416667,97.3125,236,981,332,93,3134,1618,0,246,318,3185,73,104
201606_23,981,6/1/2016,0,24.85416667,97.35416667,239,981,330,92,3158,1618,0,246,318,3171,74,104
201606_24,984,6/1/2016,0,24.85416667,97.39583333,237,984,329,89,3182,1614,0,247,319,3166,76,105
201606_25,978,6/1/2016,0,24.8125,97.14583333,230,978,335,98,3113,1626,0,243,315,3146,70,105
201606_26,980,6/1/2016,0,24.8125,97.1875,229,980,335,96,3123,1625,0,244,317,3163,71,104
201606_27,979,6/1/2016,0,24.8125,97.22916667,232,979,333,96,3134,1622,0,244,316,3159,72,104
201606_28,984,6/1/2016,0,24.8125,97.27083333,228,984,332,89,3144,1624,0,246,318,3172,74,104
201606_29,985,6/1/2016,0,24.8125,97.3125,230,985,333,88,3154,1618,0,247,319,3182,76,105
201606_30,981,6/1/2016,0,24.8125,97.35416667,233,981,330,89,3165,1618,0,245,317,3140,75,104
201606_31,983,6/1/2016,0,24.8125,97.39583333,234,983,328,86,3175,1618,0,246,318,3156,76,104
201607_0,943,7/1/2016,0,24.97916667,97.14583333,276,943,458,364,2820,1529,0,244,305,3230,50,162
201607_1,950,7/1/2016,0,24.97916667,97.1875,271,950,463,368,2883,1541,0,246,306,3247,51,157
201607_2,954,7/1/2016,0,24.97916667,97.22916667,268,954,465,370,2947,1543,0,245,306,3234,53,160
201607_3,959,7/1/2016,0,24.97916667,97.27083333,259,959,467,371,3011,1545,0,246,307,3225,54,162
201607_4,950,7/1/2016,0,24.9375,97.14583333,270,950,452,357,2893,1542,0,245,306,3248,51,156
201607_5,954,7/1/2016,0,24.9375,97.1875,268,954,454,359,2943,1545,0,245,306,3240,52,160
201607_6,958,7/1/2016,0,24.9375,97.22916667,264,958,457,361,2994,1547,0,245,306,3226,53,162
201607_7,960,7/1/2016,0,24.9375,97.27083333,258,960,460,364,3044,1548,0,245,306,3218,54,158
201607_8,963,7/1/2016,0,24.9375,97.3125,258,963,462,365,3095,1552,0,246,307,3209,55,155
201607_9,966,7/1/2016,0,24.9375,97.35416667,256,966,465,368,3145,1552,0,246,307,3205,58,146
201607_10,970,7/1/2016,0,24.9375,97.39583333,255,970,461,364,3195,1560,0,245,306,3165,58,153
201607_11,952,7/1/2016,0,24.89583333,97.14583333,266,952,446,350,2966,1540,0,245,307,3235,52,162
201607_12,955,7/1/2016,0,24.89583333,97.1875,263,955,447,352,3003,1546,0,245,306,3223,53,162
201607_13,960,7/1/2016,0,24.89583333,97.22916667,258,960,451,355,3040,1551,0,245,306,3221,54,161
201607_14,964,7/1/2016,0,24.89583333,97.27083333,255,964,452,356,3077,1553,0,245,306,3200,55,161
201607_15,966,7/1/2016,0,24.89583333,97.3125,253,966,456,359,3114,1556,0,245,307,3203,56,154
201607_16,969,7/1/2016,0,24.89583333,97.35416667,256,969,456,359,3151,1560,0,245,307,3191,57,152
201607_17,977,7/1/2016,0,24.89583333,97.39583333,254,977,453,356,3189,1569,0,244,306,3156,58,160
201607_18,954,7/1/2016,0,24.85416667,97.14583333,263,954,437,342,3040,1544,0,244,306,3221,52,162
201607_19,955,7/1/2016,0,24.85416667,97.1875,260,955,441,345,3063,1546,0,244,306,3205,53,161
201607_20,958,7/1/2016,0,24.85416667,97.22916667,259,958,444,348,3087,1549,0,244,306,3201,54,157
201607_21,964,7/1/2016,0,24.85416667,97.27083333,253,964,447,351,3111,1555,0,245,307,3201,56,155
201607_22,970,7/1/2016,0,24.85416667,97.3125,252,970,449,352,3134,1561,0,245,307,3197,57,156
201607_23,974,7/1/2016,0,24.85416667,97.35416667,252,974,449,352,3158,1567,0,245,307,3183,57,156
201607_24,979,7/1/2016,0,24.85416667,97.39583333,247,979,451,353,3182,1572,0,245,307,3178,59,153
201607_25,950,7/1/2016,0,24.8125,97.14583333,261,950,427,332,3113,1541,0,241,303,3159,52,160
201607_26,954,7/1/2016,0,24.8125,97.1875,257,954,433,337,3123,1545,0,242,304,3176,53,156
201607_27,957,7/1/2016,0,24.8125,97.22916667,256,957,435,340,3134,1550,0,243,305,3171,54,155
201607_28,965,7/1/2016,0,24.8125,97.27083333,250,965,440,344,3144,1557,0,243,306,3182,56,152
201607_29,974,7/1/2016,0,24.8125,97.3125,249,974,444,346,3154,1565,0,245,308,3192,58,154
201607_30,974,7/1/2016,0,24.8125,97.35416667,248,974,441,344,3165,1569,0,243,305,3151,57,158
201607_31,981,7/1/2016,0,24.8125,97.39583333,246,981,445,346,3175,1577,0,244,307,3166,59,157
201608_0,1214,8/1/2016,0,24.97916667,97.14583333,171,1214,336,214,2820,2058,0,257,319,3368,66,98
201608_1,1221,8/1/2016,0,24.97916667,97.1875,169,1221,335,213,2883,2065,0,257,321,3387,68,98
201608_2,1220,8/1/2016,0,24.97916667,97.22916667,169,1220,334,212,2947,2063,0,257,321,3378,68,98
201608_3,1217,8/1/2016,0,24.97916667,97.27083333,163,1217,333,212,3011,2058,0,258,320,3371,68,98
201608_4,1223,8/1/2016,0,24.9375,97.14583333,167,1223,336,214,2893,2070,0,258,320,3387,67,98
201608_5,1220,8/1/2016,0,24.9375,97.1875,168,1220,336,214,2943,2063,0,257,321,3381,68,98
201608_6,1217,8/1/2016,0,24.9375,97.22916667,168,1217,336,214,2994,2057,0,257,320,3366,69,98
201608_7,1215,8/1/2016,0,24.9375,97.27083333,165,1215,336,215,3044,2053,0,257,320,3361,69,98
201608_8,1215,8/1/2016,0,24.9375,97.3125,167,1215,336,214,3095,2052,0,256,321,3353,69,98
201608_9,1215,8/1/2016,0,24.9375,97.35416667,167,1215,335,213,3145,2051,0,257,321,3355,71,95
201608_10,1213,8/1/2016,0,24.9375,97.39583333,169,1213,333,212,3195,2052,0,255,319,3315,71,96
201608_11,1216,8/1/2016,0,24.89583333,97.14583333,166,1216,337,216,2966,2055,0,257,320,3370,68,98
201608_12,1214,8/1/2016,0,24.89583333,97.1875,167,1214,339,217,3003,2052,0,257,320,3362,68,98
201608_13,1215,8/1/2016,0,24.89583333,97.22916667,164,1215,339,217,3040,2052,0,256,321,3361,69,98
201608_14,1213,8/1/2016,0,24.89583333,97.27083333,164,1213,337,216,3077,2052,0,256,319,3342,69,98
201608_15,1212,8/1/2016,0,24.89583333,97.3125,165,1212,338,217,3114,2049,0,256,320,3349,70,93
201608_16,1215,8/1/2016,0,24.89583333,97.35416667,170,1215,338,216,3151,2052,0,256,320,3340,71,96
201608_17,1212,8/1/2016,0,24.89583333,97.39583333,170,1212,335,214,3189,2053,0,254,319,3305,70,97
201608_18,1211,8/1/2016,0,24.85416667,97.14583333,166,1211,338,217,3040,2050,0,256,319,3354,68,98
201608_19,1210,8/1/2016,0,24.85416667,97.1875,166,1210,339,218,3063,2050,0,255,319,3342,68,98
201608_20,1209,8/1/2016,0,24.85416667,97.22916667,168,1209,340,219,3087,2048,0,255,319,3339,68,96
201608_21,1213,8/1/2016,0,24.85416667,97.27083333,164,1213,340,219,3111,2051,0,256,320,3341,69,97
201608_22,1213,8/1/2016,0,24.85416667,97.3125,166,1213,340,219,3134,2052,0,256,320,3339,70,97
201608_23,1212,8/1/2016,0,24.85416667,97.35416667,169,1212,341,219,3158,2050,0,255,320,3327,70,95
201608_24,1214,8/1/2016,0,24.85416667,97.39583333,166,1214,341,219,3182,2051,0,256,320,3325,71,96
201608_25,1202,8/1/2016,0,24.8125,97.14583333,166,1202,336,216,3113,2043,0,252,317,3288,67,98
201608_26,1207,8/1/2016,0,24.8125,97.1875,165,1207,339,218,3123,2048,0,253,318,3308,68,98
201608_27,1207,8/1/2016,0,24.8125,97.22916667,167,1207,340,219,3134,2047,0,254,318,3304,68,98
201608_28,1212,8/1/2016,0,24.8125,97.27083333,164,1212,342,221,3144,2052,0,255,319,3321,69,98
201608_29,1214,8/1/2016,0,24.8125,97.3125,165,1214,343,222,3154,2050,0,255,321,3333,71,96
201608_30,1211,8/1/2016,0,24.8125,97.35416667,167,1211,342,221,3165,2050,0,253,319,3290,71,98
201608_31,1214,8/1/2016,0,24.8125,97.39583333,168,1214,343,221,3175,2053,0,254,320,3309,71,97
201609_0,1123,9/1/2016,0,24.97916667,97.14583333,96,1123,180,68,2820,1991,0,246,325,3228,78,96
201609_1,1137,9/1/2016,0,24.97916667,97.1875,94,1137,179,65,2883,2006,0,247,327,3244,80,103
201609_2,1141,9/1/2016,0,24.97916667,97.22916667,93,1141,177,63,2947,2009,0,247,327,3231,82,105
201609_3,1139,9/1/2016,0,24.97916667,97.27083333,88,1139,175,61,3011,2006,0,247,327,3223,83,101
201609_4,1140,9/1/2016,0,24.9375,97.14583333,94,1140,180,66,2893,2011,0,246,326,3249,79,108
201609_5,1134,9/1/2016,0,24.9375,97.1875,95,1134,178,65,2943,2002,0,247,327,3240,81,99
201609_6,1135,9/1/2016,0,24.9375,97.22916667,94,1135,177,63,2994,2003,0,247,327,3226,82,98
201609_7,1136,9/1/2016,0,24.9375,97.27083333,91,1136,175,61,3044,2003,0,247,327,3216,83,99
201609_8,1138,9/1/2016,0,24.9375,97.3125,93,1138,174,60,3095,2005,0,247,327,3205,84,100
201609_9,1136,9/1/2016,0,24.9375,97.35416667,93,1136,173,59,3145,2000,0,247,328,3203,86,96
201609_10,1145,9/1/2016,0,24.9375,97.39583333,94,1145,170,56,3195,2012,0,245,326,3161,86,108
201609_11,1132,9/1/2016,0,24.89583333,97.14583333,95,1132,180,66,2966,2001,0,246,326,3236,80,101
201609_12,1130,9/1/2016,0,24.89583333,97.1875,95,1130,178,65,3003,1999,0,246,326,3222,80,97
201609_13,1132,9/1/2016,0,24.89583333,97.22916667,92,1132,177,64,3040,1999,0,247,326,3221,82,98
201609_14,1129,9/1/2016,0,24.89583333,97.27083333,92,1129,175,62,3077,1996,0,246,326,3199,83,96
201609_15,1132,9/1/2016,0,24.89583333,97.3125,92,1132,174,61,3114,1996,0,246,327,3203,84,96
201609_16,1131,9/1/2016,0,24.89583333,97.35416667,96,1131,172,59,3151,1998,0,246,326,3190,84,96
201609_17,1135,9/1/2016,0,24.89583333,97.39583333,97,1135,170,57,3189,2005,0,245,325,3151,85,101
201609_18,1124,9/1/2016,0,24.85416667,97.14583333,96,1124,179,67,3040,1994,0,245,325,3222,79,96
201609_19,1125,9/1/2016,0,24.85416667,97.1875,96,1125,178,65,3063,1995,0,245,325,3206,80,96
201609_20,1126,9/1/2016,0,24.85416667,97.22916667,97,1126,176,63,3087,1995,0,245,325,3200,81,96
201609_21,1128,9/1/2016,0,24.85416667,97.27083333,94,1128,175,62,3111,1996,0,246,326,3200,82,96
201609_22,1131,9/1/2016,0,24.85416667,97.3125,95,1131,174,61,3134,1998,0,246,327,3195,84,96
201609_23,1133,9/1/2016,0,24.85416667,97.35416667,97,1133,172,59,3158,2002,0,246,326,3180,84,96
201609_24,1138,9/1/2016,0,24.85416667,97.39583333,95,1138,170,56,3182,2005,0,246,327,3175,86,99
201609_25,1117,9/1/2016,0,24.8125,97.14583333,97,1117,178,66,3113,1991,0,242,322,3156,78,96
201609_26,1120,9/1/2016,0,24.8125,97.1875,97,1120,177,65,3123,1991,0,243,323,3174,79,96
201609_27,1121,9/1/2016,0,24.8125,97.22916667,98,1121,175,63,3134,1993,0,244,323,3167,80,96
201609_28,1129,9/1/2016,0,24.8125,97.27083333,95,1129,175,62,3144,1998,0,245,325,3182,82,96
201609_29,1133,9/1/2016,0,24.8125,97.3125,96,1133,173,59,3154,2000,0,246,327,3195,85,96
201609_30,1129,9/1/2016,0,24.8125,97.35416667,98,1129,171,58,3165,1999,0,244,325,3147,84,96
201609_31,1130,9/1/2016,0,24.8125,97.39583333,98,1130,170,57,3175,1998,0,245,326,3163,85,95
201610_0,980,10/1/2016,0,24.97916667,97.14583333,-155,980,118,20,2820,1800,0,224,319,2998,73,74
201610_1,990,10/1/2016,0,24.97916667,97.1875,-153,990,116,17,2883,1813,0,224,319,3018,73,80
201610_2,990,10/1/2016,0,24.97916667,97.22916667,-150,990,115,16,2947,1818,0,223,318,3005,72,82
201610_3,986,10/1/2016,0,24.97916667,97.27083333,-147,986,116,17,3011,1813,0,223,318,2999,71,81
201610_4,988,10/1/2016,0,24.9375,97.14583333,-151,988,117,19,2893,1811,0,224,319,3022,72,80
201610_5,990,10/1/2016,0,24.9375,97.1875,-148,990,117,18,2943,1817,0,223,318,3017,71,81
201610_6,987,10/1/2016,0,24.9375,97.22916667,-145,987,117,18,2994,1815,0,223,318,3000,71,81
201610_7,986,10/1/2016,0,24.9375,97.27083333,-142,986,117,19,3044,1814,0,222,318,2995,71,81
201610_8,987,10/1/2016,0,24.9375,97.3125,-139,987,117,18,3095,1816,0,222,317,2987,71,81
201610_9,989,10/1/2016,0,24.9375,97.35416667,-136,989,117,18,3145,1816,0,223,319,2984,74,81
201610_10,987,10/1/2016,0,24.9375,97.39583333,-133,987,118,19,3195,1819,0,221,317,2941,74,81
201610_11,983,10/1/2016,0,24.89583333,97.14583333,-146,983,120,22,2966,1810,0,222,317,3013,69,80
201610_12,980,10/1/2016,0,24.89583333,97.1875,-143,980,120,22,3003,1808,0,221,317,3002,69,77
201610_13,981,10/1/2016,0,24.89583333,97.22916667,-140,981,120,21,3040,1810,0,222,318,3000,70,77
201610_14,984,10/1/2016,0,24.89583333,97.27083333,-137,984,119,21,3077,1811,0,221,317,2978,71,81
201610_15,986,10/1/2016,0,24.89583333,97.3125,-134,986,119,21,3114,1813,0,222,317,2984,72,80
201610_16,987,10/1/2016,0,24.89583333,97.35416667,-130,987,118,20,3151,1816,0,221,317,2974,72,81
201610_17,986,10/1/2016,0,24.89583333,97.39583333,56,986,119,20,3189,1820,0,220,316,2935,73,81
201610_18,977,10/1/2016,0,24.85416667,97.14583333,-141,977,122,24,3040,1806,0,221,317,3003,68,76
201610_19,976,10/1/2016,0,24.85416667,97.1875,-138,976,122,24,3063,1806,0,220,316,2987,68,75
