system:index,aet,date,def,lat,lon,pdsi,pet,pr,ro,soil,srad,swe,tmmn,tmmx,vap,vpd,vs
201604_4,1048,4/1/2016,472,23.64583333,95.60416667,-99,1520,94,5,539,2381,0,229,372,2474,212,136
201604_5,1085,4/1/2016,490,23.64583333,95.64583333,-97,1574,98,5,533,2375,0,231,374,2471,217,162
201604_6,889,4/1/2016,633,23.60416667,95.39583333,-119,1522,77,4,508,2393,0,224,368,2500,198,146
201604_7,913,4/1/2016,622,23.60416667,95.4375,-115,1535,80,4,497,2389,0,229,373,2489,213,139
201604_8,926,4/1/2016,610,23.60416667,95.47916667,-112,1536,82,4,488,2386,0,231,375,2483,218,137
201604_9,956,4/1/2016,579,23.60416667,95.52083333,-112,1535,85,4,487,2396,0,229,373,2477,214,139
201604_10,975,4/1/2016,559,23.60416667,95.5625,-108,1534,87,4,493,2395,0,228,373,2475,213,140
201604_11,1008,4/1/2016,515,23.60416667,95.60416667,-105,1523,90,4,497,2392,0,228,372,2465,212,136
201604_12,1040,4/1/2016,523,23.60416667,95.64583333,-104,1562,93,5,499,2385,0,230,373,2466,215,155
201604_13,848,4/1/2016,652,23.5625,95.39583333,-126,1501,74,4,478,2405,0,219,364,2502,187,141
201604_14,859,4/1/2016,688,23.5625,95.4375,-122,1546,76,4,467,2403,0,228,373,2488,211,144
201604_15,885,4/1/2016,683,23.5625,95.47916667,-119,1568,79,4,458,2402,0,232,376,2476,222,147
201604_16,901,4/1/2016,653,23.5625,95.52083333,-116,1554,81,4,458,2404,0,231,376,2470,221,141
201604_17,935,4/1/2016,596,23.5625,95.5625,-113,1531,84,4,466,2407,0,229,373,2468,214,134
201604_18,967,4/1/2016,561,23.5625,95.60416667,-110,1528,87,4,470,2408,0,228,371,2456,212,134
201604_19,986,4/1/2016,553,23.5625,95.64583333,-108,1539,89,4,476,2404,0,229,371,2441,214,139
201604_20,811,4/1/2016,676,23.52083333,95.39583333,-128,1487,71,4,450,2413,0,215,360,2495,177,141
201604_21,819,4/1/2016,701,23.52083333,95.4375,-127,1520,73,4,436,2408,0,224,370,2490,202,137
201604_22,843,4/1/2016,709,23.52083333,95.47916667,-123,1552,76,4,426,2408,0,233,377,2480,223,137
201604_23,859,4/1/2016,712,23.52083333,95.52083333,-119,1571,78,4,426,2407,0,236,379,2471,231,142
201604_24,880,4/1/2016,677,23.52083333,95.5625,-117,1556,79,4,436,2414,0,232,375,2458,221,141
201604_25,913,4/1/2016,628,23.52083333,95.60416667,-122,1541,82,4,444,2418,0,228,371,2454,212,139
201604_26,944,4/1/2016,601,23.52083333,95.64583333,-118,1545,86,4,449,2416,0,226,369,2419,210,144
201605_0,1488,5/1/2016,0,23.64583333,95.4375,-105,1488,174,9,696,2414,0,234,345,2855,134,121
201605_1,1488,5/1/2016,0,23.64583333,95.47916667,-104,1488,174,9,689,2413,0,234,345,2860,134,121
201605_2,1491,5/1/2016,0,23.64583333,95.52083333,-102,1491,174,9,683,2412,0,234,346,2860,134,124
201605_3,1488,5/1/2016,0,23.64583333,95.5625,-101,1488,173,9,683,2418,0,231,343,2848,130,128
201605_4,1487,5/1/2016,0,23.64583333,95.60416667,-99,1487,174,9,701,2410,0,233,344,2854,132,126
201605_5,1501,5/1/2016,0,23.64583333,95.64583333,-98,1501,174,9,689,2405,0,235,345,2854,136,134
201605_6,1491,5/1/2016,0,23.60416667,95.39583333,-112,1491,173,9,660,2418,0,234,346,2858,136,119
201605_7,1499,5/1/2016,0,23.60416667,95.4375,-109,1499,174,9,649,2414,0,235,346,2850,137,121
201605_8,1503,5/1/2016,0,23.60416667,95.47916667,-107,1503,174,9,637,2412,0,234,346,2851,137,127
201605_9,1486,5/1/2016,0,23.60416667,95.52083333,-109,1486,172,9,636,2416,0,233,345,2851,134,120
201605_10,1478,5/1/2016,0,23.60416667,95.5625,-107,1478,172,9,650,2415,0,232,344,2851,131,117
201605_11,1485,5/1/2016,0,23.60416667,95.60416667,-105,1485,173,9,656,2412,0,233,343,2846,131,125
201605_12,1495,5/1/2016,0,23.60416667,95.64583333,-104,1495,173,9,647,2408,0,234,344,2851,134,132
201605_13,1507,5/1/2016,0,23.5625,95.39583333,-118,1507,171,9,592,2422,0,234,346,2863,135,133
201605_14,1501,5/1/2016,0,23.5625,95.4375,-116,1501,171,9,588,2419,0,235,347,2852,138,121
201605_15,1492,5/1/2016,0,23.5625,95.47916667,-115,1492,172,9,597,2417,0,234,346,2843,137,117
201605_16,1495,5/1/2016,0,23.5625,95.52083333,-113,1495,171,9,585,2418,0,233,345,2843,135,125
201605_17,1498,5/1/2016,0,23.5625,95.5625,-111,1498,170,8,581,2419,0,232,343,2847,131,134
201605_18,1495,5/1/2016,0,23.5625,95.60416667,-110,1495,171,9,598,2418,0,231,342,2838,129,135
201605_19,1482,5/1/2016,0,23.5625,95.64583333,-109,1482,173,9,633,2413,0,232,342,2826,131,120
201605_20,1507,5/1/2016,0,23.52083333,95.39583333,-121,1507,169,8,552,2423,0,235,345,2859,135,134
201605_21,1504,5/1/2016,0,23.52083333,95.4375,-122,1504,170,9,551,2417,0,236,348,2857,140,123
201605_22,1499,5/1/2016,0,23.52083333,95.47916667,-119,1499,170,9,545,2416,0,236,348,2852,140,121
201605_23,1491,5/1/2016,0,23.52083333,95.52083333,-117,1491,170,9,553,2415,0,235,347,2847,138,117
201605_24,1489,5/1/2016,0,23.52083333,95.5625,-116,1489,169,8,557,2417,0,232,343,2839,132,125
201605_25,1506,5/1/2016,0,23.52083333,95.60416667,-121,1506,168,8,538,2419,0,231,343,2839,129,144
201605_26,1501,5/1/2016,0,23.52083333,95.64583333,-118,1501,171,9,574,2415,0,230,341,2808,130,138
201606_0,1112,6/1/2016,0,23.64583333,95.4375,-126,1112,259,13,2046,1812,0,250,326,3143,93,115
201606_1,1111,6/1/2016,0,23.64583333,95.47916667,-125,1111,257,13,2017,1807,0,249,326,3148,91,121
201606_2,1105,6/1/2016,0,23.64583333,95.52083333,-125,1105,255,13,1996,1806,0,249,326,3148,90,117
201606_3,1089,6/1/2016,0,23.64583333,95.5625,-125,1089,253,13,2000,1806,0,246,323,3137,85,108
201606_4,1098,6/1/2016,0,23.64583333,95.60416667,-123,1098,251,13,1987,1799,0,248,325,3143,88,116
201606_5,1116,6/1/2016,0,23.64583333,95.64583333,-123,1116,251,13,1954,1792,0,250,328,3144,95,129
201606_6,1109,6/1/2016,0,23.60416667,95.39583333,-131,1109,256,13,1981,1826,0,249,327,3144,92,104
201606_7,1117,6/1/2016,0,23.60416667,95.4375,-130,1117,255,13,1959,1818,0,249,327,3137,92,111
201606_8,1112,6/1/2016,0,23.60416667,95.47916667,-129,1112,254,13,1939,1813,0,248,325,3137,90,116
201606_9,1100,6/1/2016,0,23.60416667,95.52083333,-131,1100,252,13,1928,1813,0,247,325,3136,88,109
201606_10,1095,6/1/2016,0,23.60416667,95.5625,-130,1095,250,12,1925,1809,0,247,324,3139,86,110
201606_11,1096,6/1/2016,0,23.60416667,95.60416667,-129,1096,249,12,1928,1806,0,247,324,3132,87,111
201606_12,1112,6/1/2016,0,23.60416667,95.64583333,-129,1112,248,12,1891,1798,0,249,326,3138,93,125
201606_13,1115,6/1/2016,0,23.5625,95.39583333,-137,1115,252,13,1871,1829,0,249,327,3147,92,107
201606_14,1110,6/1/2016,0,23.5625,95.4375,-137,1110,252,13,1869,1826,0,248,325,3138,90,106
201606_15,1105,6/1/2016,0,23.5625,95.47916667,-136,1105,251,13,1879,1820,0,247,324,3130,88,109
201606_16,1100,6/1/2016,0,23.5625,95.52083333,-136,1100,249,12,1851,1817,0,246,324,3128,87,109
201606_17,1094,6/1/2016,0,23.5625,95.5625,-135,1094,247,12,1832,1816,0,246,323,3130,85,107
201606_18,1091,6/1/2016,0,23.5625,95.60416667,-134,1091,245,12,1839,1814,0,245,322,3124,84,102
201606_19,1098,6/1/2016,0,23.5625,95.64583333,-134,1098,246,12,1874,1807,0,246,323,3113,87,109
201606_20,1119,6/1/2016,0,23.52083333,95.39583333,-140,1119,249,12,1801,1831,0,250,327,3144,93,114
201606_21,1123,6/1/2016,0,23.52083333,95.4375,-141,1123,248,12,1783,1824,0,249,327,3142,93,124
201606_22,1115,6/1/2016,0,23.52083333,95.47916667,-140,1115,247,12,1772,1823,0,248,326,3137,91,118
201606_23,1110,6/1/2016,0,23.52083333,95.52083333,-139,1110,245,12,1774,1820,0,248,325,3131,89,116
201606_24,1097,6/1/2016,0,23.52083333,95.5625,-139,1097,244,12,1777,1820,0,245,323,3123,85,107
201606_25,1094,6/1/2016,0,23.52083333,95.60416667,-144,1094,243,12,1749,1819,0,245,323,3124,85,102
201606_26,1099,6/1/2016,0,23.52083333,95.64583333,-142,1099,246,12,1814,1810,0,245,322,3091,86,110
201607_0,985,7/1/2016,0,23.64583333,95.4375,59,985,259,114,2514,1531,0,245,312,3145,68,159
201607_1,986,7/1/2016,0,23.64583333,95.47916667,59,986,255,109,2487,1532,0,245,312,3146,67,162
201607_2,985,7/1/2016,0,23.64583333,95.52083333,57,985,251,104,2476,1535,0,244,312,3145,67,159
201607_3,979,7/1/2016,0,23.64583333,95.5625,-56,979,249,103,2481,1536,0,243,311,3132,66,157
201607_4,989,7/1/2016,0,23.64583333,95.60416667,-56,989,245,96,2487,1538,0,245,312,3137,69,158
201607_5,1005,7/1/2016,0,23.64583333,95.64583333,-59,1005,242,87,2492,1537,0,246,314,3134,74,164
201607_6,985,7/1/2016,0,23.60416667,95.39583333,-57,985,256,111,2448,1537,0,244,312,3146,68,154
201607_7,993,7/1/2016,0,23.60416667,95.4375,-56,993,253,108,2419,1536,0,244,312,3136,68,158
201607_8,992,7/1/2016,0,23.60416667,95.47916667,-55,992,249,105,2390,1537,0,244,312,3134,68,161
201607_9,986,7/1/2016,0,23.60416667,95.52083333,-59,986,246,102,2381,1539,0,243,311,3131,67,158
201607_10,983,7/1/2016,0,23.60416667,95.5625,-59,983,243,98,2392,1542,0,243,310,3131,66,156
201607_11,987,7/1/2016,0,23.60416667,95.60416667,-59,987,241,95,2404,1542,0,244,311,3124,68,157
201607_12,1000,7/1/2016,0,23.60416667,95.64583333,-62,1000,238,86,2416,1542,0,245,313,3127,72,163
201607_13,992,7/1/2016,0,23.5625,95.39583333,-63,992,248,101,2355,1543,0,245,313,3146,69,152
201607_14,990,7/1/2016,0,23.5625,95.4375,-62,990,246,102,2324,1544,0,244,312,3136,68,151
201607_15,988,7/1/2016,0,23.5625,95.47916667,-60,988,245,104,2292,1543,0,243,311,3123,67,155
201607_16,985,7/1/2016,0,23.5625,95.52083333,-61,985,242,100,2286,1546,0,242,310,3121,66,152
201607_17,981,7/1/2016,0,23.5625,95.5625,-63,981,237,92,2304,1550,0,242,310,3122,65,147
201607_18,985,7/1/2016,0,23.5625,95.60416667,-63,985,237,90,2322,1550,0,242,310,3113,66,148
201607_19,991,7/1/2016,0,23.5625,95.64583333,-63,991,236,90,2340,1548,0,242,310,3100,68,153
201607_20,999,7/1/2016,0,23.52083333,95.39583333,-65,999,243,96,2263,1545,0,245,314,3140,71,159
201607_21,1001,7/1/2016,0,23.52083333,95.4375,-65,1001,240,95,2229,1546,0,245,314,3136,71,160
201607_22,997,7/1/2016,0,23.52083333,95.47916667,-64,997,238,96,2195,1548,0,244,312,3128,70,159
201607_23,993,7/1/2016,0,23.52083333,95.52083333,-63,993,235,94,2190,1551,0,244,312,3122,69,154
201607_24,986,7/1/2016,0,23.52083333,95.5625,-64,986,233,90,2215,1554,0,241,310,3111,66,147
201607_25,987,7/1/2016,0,23.52083333,95.60416667,-72,987,231,83,2239,1554,0,241,310,3109,66,149
201607_26,990,7/1/2016,0,23.52083333,95.64583333,-69,990,233,89,2263,1552,0,241,308,3075,66,152
201608_0,1147,8/1/2016,0,23.64583333,95.4375,-36,1147,211,97,2514,1910,0,252,316,3249,70,114
201608_1,1144,8/1/2016,0,23.64583333,95.47916667,-35,1144,209,95,2487,1915,0,251,315,3254,68,109
201608_2,1140,8/1/2016,0,23.64583333,95.52083333,-34,1140,209,95,2476,1918,0,250,315,3254,66,109
201608_3,1131,8/1/2016,0,23.64583333,95.5625,-83,1131,209,96,2481,1921,0,248,312,3240,62,106
201608_4,1144,8/1/2016,0,23.64583333,95.60416667,-80,1144,207,93,2487,1919,0,250,314,3248,66,119
201608_5,1154,8/1/2016,0,23.64583333,95.64583333,-80,1154,207,91,2492,1925,0,252,316,3247,71,110
201608_6,1141,8/1/2016,0,23.60416667,95.39583333,-85,1141,209,95,2448,1906,0,252,316,3249,69,109
201608_7,1148,8/1/2016,0,23.60416667,95.4375,-83,1148,208,93,2419,1906,0,251,315,3243,68,115
201608_8,1143,8/1/2016,0,23.60416667,95.47916667,-81,1143,208,93,2390,1908,0,250,314,3242,66,115
201608_9,1132,8/1/2016,0,23.60416667,95.52083333,-83,1132,207,94,2381,1915,0,249,313,3240,63,104
201608_10,1130,8/1/2016,0,23.60416667,95.5625,-82,1130,206,93,2392,1919,0,248,312,3241,61,103
201608_11,1134,8/1/2016,0,23.60416667,95.60416667,-80,1134,206,92,2404,1920,0,248,312,3235,63,106
201608_12,1144,8/1/2016,0,23.60416667,95.64583333,-81,1144,205,91,2416,1921,0,250,315,3240,67,109
201608_13,1140,8/1/2016,0,23.5625,95.39583333,-87,1140,206,92,2355,1902,0,251,316,3254,68,112
201608_14,1138,8/1/2016,0,23.5625,95.4375,-85,1138,206,92,2324,1904,0,249,314,3242,66,110
201608_15,1133,8/1/2016,0,23.5625,95.47916667,-83,1133,205,92,2292,1906,0,248,313,3232,64,111
201608_16,1127,8/1/2016,0,23.5625,95.52083333,-83,1127,205,92,2286,1911,0,247,312,3232,61,104
201608_17,1125,8/1/2016,0,23.5625,95.5625,-82,1125,204,91,2304,1913,0,246,311,3236,60,107
201608_18,1126,8/1/2016,0,23.5625,95.60416667,-80,1126,204,92,2322,1917,0,246,310,3226,59,102
201608_19,1134,8/1/2016,0,23.5625,95.64583333,-79,1134,205,92,2340,1917,0,246,312,3214,62,105
201608_20,1137,8/1/2016,0,23.52083333,95.39583333,-84,1137,203,89,2263,1899,0,251,316,3248,69,108
201608_21,1138,8/1/2016,0,23.52083333,95.4375,-85,1138,202,89,2229,1900,0,251,315,3245,68,114
201608_22,1137,8/1/2016,0,23.52083333,95.47916667,-83,1137,202,88,2195,1900,0,250,314,3239,67,118
201608_23,1133,8/1/2016,0,23.52083333,95.52083333,-80,1133,202,89,2190,1904,0,249,313,3233,65,114
201608_24,1124,8/1/2016,0,23.52083333,95.5625,-80,1124,202,90,2215,1909,0,247,311,3225,60,106
201608_25,1125,8/1/2016,0,23.52083333,95.60416667,-85,1125,202,89,2239,1913,0,246,311,3225,59,103
201608_26,1132,8/1/2016,0,23.52083333,95.64583333,-82,1132,204,91,2263,1915,0,245,310,3189,61,100
201609_0,1092,9/1/2016,0,23.64583333,95.4375,-65,1092,203,94,2514,1899,0,248,323,3217,78,112
201609_1,1093,9/1/2016,0,23.64583333,95.47916667,-64,1093,201,92,2487,1901,0,248,323,3219,78,112
201609_2,1093,9/1/2016,0,23.64583333,95.52083333,-63,1093,200,91,2476,1909,0,247,322,3216,77,110
201609_3,1088,9/1/2016,0,23.64583333,95.5625,-107,1088,199,90,2481,1917,0,245,320,3205,72,111
201609_4,1091,9/1/2016,0,23.64583333,95.60416667,-104,1091,197,88,2487,1902,0,247,323,3211,78,111
201609_5,1105,9/1/2016,0,23.64583333,95.64583333,-105,1105,196,86,2492,1914,0,249,324,3207,82,110
201609_6,1092,9/1/2016,0,23.60416667,95.39583333,-109,1092,201,92,2448,1905,0,247,322,3221,76,113
201609_7,1091,9/1/2016,0,23.60416667,95.4375,-106,1091,200,91,2419,1894,0,246,321,3213,75,112
201609_8,1088,9/1/2016,0,23.60416667,95.47916667,-105,1088,199,90,2390,1892,0,246,321,3211,75,112
201609_9,1088,9/1/2016,0,23.60416667,95.52083333,-107,1088,198,89,2381,1909,0,245,321,3208,73,112
201609_10,1085,9/1/2016,0,23.60416667,95.5625,-105,1085,196,87,2392,1910,0,245,320,3209,72,111
201609_11,1088,9/1/2016,0,23.60416667,95.60416667,-104,1088,196,87,2404,1905,0,245,321,3201,75,111
201609_12,1097,9/1/2016,0,23.60416667,95.64583333,-104,1097,194,84,2416,1907,0,247,323,3205,79,111
201609_13,1098,9/1/2016,0,23.5625,95.39583333,-110,1098,198,89,2355,1901,0,248,324,3228,79,113
201609_14,1088,9/1/2016,0,23.5625,95.4375,-108,1088,198,89,2324,1897,0,246,321,3215,74,112
201609_15,1082,9/1/2016,0,23.5625,95.47916667,-106,1082,196,88,2292,1900,0,244,319,3203,71,112
201609_16,1077,9/1/2016,0,23.5625,95.52083333,-106,1077,195,87,2286,1900,0,243,318,3202,69,112
201609_17,1077,9/1/2016,0,23.5625,95.5625,-105,1077,193,86,2304,1903,0,243,318,3205,69,112
201609_18,1081,9/1/2016,0,23.5625,95.60416667,-103,1081,194,85,2322,1901,0,243,319,3195,71,112
201609_19,1089,9/1/2016,0,23.5625,95.64583333,-102,1089,194,85,2340,1902,0,245,320,3180,75,112
201609_20,1103,9/1/2016,0,23.52083333,95.39583333,-108,1103,196,86,2263,1896,0,251,326,3225,84,113
201609_21,1094,9/1/2016,0,23.52083333,95.4375,-108,1094,194,85,2229,1891,0,249,324,3221,80,113
201609_22,1086,9/1/2016,0,23.52083333,95.47916667,-106,1086,193,85,2195,1892,0,247,322,3214,76,112
201609_23,1081,9/1/2016,0,23.52083333,95.52083333,-104,1081,192,84,2190,1895,0,245,320,3207,72,112
201609_24,1077,9/1/2016,0,23.52083333,95.5625,-103,1077,192,84,2215,1897,0,243,318,3196,70,112
201609_25,1080,9/1/2016,0,23.52083333,95.60416667,-106,1080,190,82,2239,1900,0,243,319,3195,70,112
201609_26,1089,9/1/2016,0,23.52083333,95.64583333,-104,1089,192,83,2263,1903,0,243,319,3158,74,112
201610_0,996,10/1/2016,0,23.64583333,95.4375,-113,996,125,25,2514,1799,0,234,319,3125,69,74
201610_1,999,10/1/2016,0,23.64583333,95.47916667,-112,999,124,25,2487,1801,0,233,319,3127,69,75
201610_2,999,10/1/2016,0,23.64583333,95.52083333,-110,999,124,24,2476,1805,0,233,319,3126,68,78
201610_3,995,10/1/2016,0,23.64583333,95.5625,-149,995,125,25,2481,1807,0,231,317,3114,65,81
201610_4,996,10/1/2016,0,23.64583333,95.60416667,-146,996,124,25,2487,1804,0,232,318,3121,68,73
201610_5,1003,10/1/2016,0,23.64583333,95.64583333,-146,1003,124,24,2492,1809,0,232,319,3118,69,77
201610_6,992,10/1/2016,0,23.60416667,95.39583333,-153,992,124,25,2448,1794,0,233,318,3131,67,72
201610_7,998,10/1/2016,0,23.60416667,95.4375,-150,998,125,25,2419,1797,0,232,317,3123,66,73
201610_8,1001,10/1/2016,0,23.60416667,95.47916667,-149,1001,124,24,2390,1803,0,232,317,3121,66,78
201610_9,999,10/1/2016,0,23.60416667,95.52083333,-150,999,123,23,2381,1809,0,231,317,3120,65,82
201610_10,994,10/1/2016,0,23.60416667,95.5625,-148,994,123,24,2392,1806,0,230,316,3123,63,79
201610_11,996,10/1/2016,0,23.60416667,95.60416667,-146,996,124,24,2404,1806,0,231,317,3113,65,79
201610_12,1003,10/1/2016,0,23.60416667,95.64583333,-145,1003,123,23,2416,1812,0,231,318,3119,67,81
201610_13,995,10/1/2016,0,23.5625,95.39583333,-154,995,123,24,2355,1787,0,234,320,3143,70,73
201610_14,994,10/1/2016,0,23.5625,95.4375,-152,994,123,24,2324,1795,0,232,318,3130,65,73
201610_15,990,10/1/2016,0,23.5625,95.47916667,-149,990,124,25,2292,1795,0,231,316,3119,63,73
201610_16,986,10/1/2016,0,23.5625,95.52083333,-149,986,124,25,2286,1798,0,229,315,3118,62,73
201610_17,987,10/1/2016,0,23.5625,95.5625,-147,987,123,25,2304,1802,0,229,314,3118,61,76
201610_18,988,10/1/2016,0,23.5625,95.60416667,-145,988,124,25,2322,1801,0,229,315,3111,61,74
201610_19,994,10/1/2016,0,23.5625,95.64583333,-143,994,124,25,2340,1804,0,229,315,3096,63,78
201610_20,999,10/1/2016,0,23.52083333,95.39583333,-153,999,123,23,2263,1785,0,236,322,3143,74,73
201610_21,994,10/1/2016,0,23.52083333,95.4375,-152,994,123,24,2229,1784,0,235,321,3140,71,73
201610_22,988,10/1/2016,0,23.52083333,95.47916667,-150,988,123,24,2195,1783,0,233,318,3134,67,73
201610_23,986,10/1/2016,0,23.52083333,95.52083333,-147,986,123,24,2190,1788,0,231,317,3127,64,73
201610_24,986,10/1/2016,0,23.52083333,95.5625,-145,986,123,25,2215,1796,0,229,315,3116,61,74
201610_25,986,10/1/2016,0,23.52083333,95.60416667,-148,986,123,25,2239,1796,0,229,315,3115,61,73
201610_26,991,10/1/2016,0,23.52083333,95.64583333,-144,991,125,26,2263,1797,0,228,314,3077,63,73
201611_0,687,11/1/2016,149,23.64583333,95.4375,-82,836,45,2,2259,1891,0,187,284,2503,52,63
201611_1,688,11/1/2016,149,23.64583333,95.47916667,-81,836,45,2,2231,1892,0,186,284,2508,51,63
201611_2,686,11/1/2016,148,23.64583333,95.52083333,-80,833,45,2,2222,1889,0,186,283,2510,50,64
201611_3,685,11/1/2016,142,23.64583333,95.5625,-114,827,46,2,2237,1890,0,183,280,2502,46,68
201611_4,690,11/1/2016,145,23.64583333,95.60416667,-112,835,46,2,2238,1891,0,186,283,2507,50,67
201611_5,694,11/1/2016,147,23.64583333,95.64583333,-112,841,46,2,2239,1889,0,187,285,2509,53,70
201611_6,688,11/1/2016,149,23.60416667,95.39583333,-117,837,46,2,2193,1899,0,186,283,2507,50,63
201611_7,691,11/1/2016,150,23.60416667,95.4375,-115,841,46,2,2160,1898,0,184,281,2504,47,63
201611_8,689,11/1/2016,149,23.60416667,95.47916667,-114,838,45,2,2133,1895,0,184,281,2505,47,64
201611_9,689,11/1/2016,143,23.60416667,95.52083333,-115,832,47,2,2134,1897,0,184,281,2506,46,64
201611_10,687,11/1/2016,143,23.60416667,95.5625,-113,830,47,2,2147,1899,0,182,280,2511,44,64
201611_11,689,11/1/2016,144,23.60416667,95.60416667,-112,833,46,2,2156,1901,0,184,281,2505,47,64
201611_12,692,11/1/2016,146,23.60416667,95.64583333,-111,839,46,2,2165,1900,0,186,283,2510,50,65
201611_13,694,11/1/2016,152,23.5625,95.39583333,-118,845,46,2,2094,1892,0,190,286,2518,55,67
201611_14,690,11/1/2016,150,23.5625,95.4375,-117,840,46,2,2066,1902,0,185,281,2512,47,64
201611_15,690,11/1/2016,144,23.5625,95.47916667,-114,834,47,2,2045,1903,0,182,279,2505,43,64
201611_16,687,11/1/2016,143,23.5625,95.52083333,-114,830,47,2,2040,1904,0,182,278,2506,42,64
201611_17,686,11/1/2016,142,23.5625,95.5625,-112,828,47,2,2060,1901,0,181,278,2513,41,65
201611_18,689,11/1/2016,144,23.5625,95.60416667,-111,832,47,2,2075,1907,0,182,279,2506,42,64
201611_19,696,11/1/2016,142,23.5625,95.64583333,-109,837,48,2,2096,1903,0,182,280,2497,45,67
201611_20,702,11/1/2016,151,23.52083333,95.39583333,-117,853,47,2,2004,1891,0,193,289,2523,61,67
201611_21,698,11/1/2016,149,23.52083333,95.4375,-116,847,47,2,1974,1896,0,190,286,2523,54,65
201611_22,695,11/1/2016,147,23.52083333,95.47916667,-114,841,47,2,1943,1906,0,186,282,2520,49,66
201611_23,691,11/1/2016,145,23.52083333,95.52083333,-112,836,47,2,1942,1906,0,184,280,2517,44,64
201611_24,689,11/1/2016,143,23.52083333,95.5625,-111,832,47,2,1968,1908,0,181,278,2512,41,65
201611_25,694,11/1/2016,140,23.52083333,95.60416667,-113,834,48,2,1998,1909,0,181,278,2514,41,65
201611_26,699,11/1/2016,143,23.52083333,95.64583333,-110,843,48,2,2017,1910,0,181,279,2483,45,67
201612_0,456,12/1/2016,290,23.64583333,95.4375,-94,747,4,0,1836,1760,0,153,276,1983,74,72
201612_1,456,12/1/2016,292,23.64583333,95.47916667,-93,748,3,0,1808,1760,0,151,275,1985,73,76
201612_2,455,12/1/2016,291,23.64583333,95.52083333,-93,746,3,0,1799,1760,0,150,275,1986,71,77
201612_3,451,12/1/2016,287,23.64583333,95.5625,-124,739,3,0,1817,1761,0,147,271,1976,67,77
201612_4,453,12/1/2016,288,23.64583333,95.60416667,-125,740,3,0,1818,1753,0,149,274,1984,70,74
201612_5,454,12/1/2016,291,23.64583333,95.64583333,-125,745,3,0,1816,1749,0,151,277,1980,75,73
201612_6,455,12/1/2016,290,23.60416667,95.39583333,-125,745,4,0,1772,1762,0,153,274,1988,72,72
201612_7,460,12/1/2016,295,23.60416667,95.4375,-123,755,4,0,1734,1764,0,151,274,1983,71,77
201612_8,456,12/1/2016,294,23.60416667,95.47916667,-123,749,3,0,1710,1761,0,150,273,1982,70,76
201612_9,452,12/1/2016,290,23.60416667,95.52083333,-124,742,3,0,1714,1762,0,148,272,1982,67,77
201612_10,450,12/1/2016,289,23.60416667,95.5625,-123,738,3,0,1728,1761,0,146,271,1984,65,77
201612_11,452,12/1/2016,289,23.60416667,95.60416667,-125,741,3,0,1737,1758,0,147,272,1978,68,77
201612_12,454,12/1/2016,292,23.60416667,95.64583333,-125,745,3,0,1742,1752,0,150,275,1979,72,76
201612_13,453,12/1/2016,292,23.5625,95.39583333,-126,745,4,0,1676,1743,0,155,278,1995,76,68
201612_14,455,12/1/2016,294,23.5625,95.4375,-125,749,3,0,1645,1763,0,151,273,1987,70,75
201612_15,453,12/1/2016,292,23.5625,95.47916667,-122,745,3,0,1624,1765,0,148,271,1979,67,78
201612_16,450,12/1/2016,291,23.5625,95.52083333,-123,741,3,0,1621,1767,0,146,270,1978,65,78
201612_17,448,12/1/2016,289,23.5625,95.5625,-122,738,3,0,1642,1765,0,145,270,1985,63,78
201612_18,449,12/1/2016,291,23.5625,95.60416667,-121,740,3,0,1655,1760,0,146,270,1976,65,77
201612_19,451,12/1/2016,290,23.5625,95.64583333,-122,740,3,0,1676,1752,0,146,272,1968,68,74
201612_20,454,12/1/2016,293,23.52083333,95.39583333,-126,747,4,0,1586,1732,0,159,280,1994,82,67
201612_21,454,12/1/2016,296,23.52083333,95.4375,-124,751,3,0,1552,1752,0,155,278,1994,77,71
201612_22,455,12/1/2016,297,23.52083333,95.47916667,-122,752,3,0,1520,1766,0,152,275,1990,72,77
201612_23,451,12/1/2016,295,23.52083333,95.52083333,-121,746,3,0,1521,1764,0,149,272,1986,68,78
201612_24,448,12/1/2016,292,23.52083333,95.5625,-120,740,3,0,1550,1763,0,146,270,1979,64,78
201612_25,450,12/1/2016,292,23.52083333,95.60416667,-122,742,3,0,1577,1760,0,145,271,1979,65,78
201612_26,452,12/1/2016,293,23.52083333,95.64583333,-123,745,3,0,1595,1752,0,146,271,1955,68,75
201701_0,443,1/1/2017,365,23.64583333,95.4375,-83,808,5,0,1443,1934,0,126,266,1686,79,90
201701_1,444,1/1/2017,368,23.64583333,95.47916667,-83,811,5,0,1415,1936,0,125,266,1689,78,94
201701_2,444,1/1/2017,367,23.64583333,95.52083333,-82,811,5,0,1407,1934,0,124,265,1690,78,96
201701_3,442,1/1/2017,361,23.64583333,95.5625,-110,803,6,0,1427,1931,0,121,262,1681,74,98
201701_4,443,1/1/2017,361,23.64583333,95.60416667,-112,804,6,0,1429,1926,0,123,265,1685,77,92
201701_5,446,1/1/2017,365,23.64583333,95.64583333,-112,812,6,0,1424,1921,0,126,268,1682,82,93
201701_6,442,1/1/2017,369,23.60416667,95.39583333,-112,811,5,0,1380,1940,0,126,266,1693,78,92
201701_7,443,1/1/2017,374,23.60416667,95.4375,-110,817,5,0,1342,1938,0,125,265,1689,77,94
